,CARD,DECK,BALLOT,X,S100A.Q1,S100A.Q2,S100A.Q3,S100A.Q4,S100A.Q5,S100A.Q6,S100A.Q7,S100A.Q8A,S100A.Q8B,S100A.Q9,S100A.Q10,S100A.Q11,S100A.V11A,S100A.Q12,S100A.Q13,S100A.Q14,S100A.Q15,S100A.Q16A,S100A.Q16B,S100A.Q17A,S100A.Q17B,S100A.Q17C,S100A.Q17D,S100A.Q17E,S100A.Q17F,S100A.Q18A,S100A.Q18B,S100A.Q18C,S100A.Q18D,S100A.Q19,S100A.Q20,S100A.Q21A,S100A.Q21B,S100A.Q21C,S100A.Q21D,S100A.Q21E,S100A.Q21F,S100A.Q21G,S100A.Q21H,S100A.Q21I,S100A.Q21J,S100A.Q21K,S100A.Q21L,S100A.Q21M,S100A.Q21N,S100A.Q21O,S100A.Q21P,S100A.Q21Q,S100A.Q21R,S100A.Q21S,S100A.Q21T,S100A.Q21U,S100A.Q21V,S100A.Q22,S100A.Q23,S100A.Q24,S100A.Q25,S100A.Q26,S100A.Q27,S100A.Q28,S100A.Q29,CARD..1,DECK..1,BALLOT..1,NA.1,S100A.Q30,S100A.Q31,S100A.Q32,S100A.V32A,S100A.Q33,S100A.Q34,S100A.Q35,S100A.Q36,S100A.Q37,S100A.V37A.1,S100A.V37A.2,S100A.V37A.3,S100A.V37A.4,S100A.V37A.5,S100A.V37A.6,S100A.V37A.7,S100A.V37A.8,S100A.V37A.9,S100A.V37A.10,S100A.V37A.11,S100A.V37A.12,S100A.V37A.13,S100A.V37A.14,S100A.V37A.15,S100A.V37A.16,S100A.V37A.17,S100A.V37A.18,S100A.V37A.19,S100A.V37A.20,S100A.Q38,S100A.V38A.1,S100A.V38A.2,S100A.V38A.3,S100A.V38A.4,S100A.V38A.5,S100A.V38A.6,S100A.V38A.7,S100A.V38A.8,S100A.V38A.9,S100A.V38A.10,S100A.V38A.11,S100A.V38A.12,S100A.V38A.13,S100A.V38A.14,S100A.V38A.15,S100A.V38A.16,S100A.V38A.17,S100A.V38A.18,S100A.V38A.19,S100A.V38A.20,S100A.Q39,S100A.Q40,S100A.Q41,S100A.Q42,S100A.Q43A,S100A.Q43B,S100A.Q44,S100A.Q45,S100A.Q46,S100A.Q47,S100A.Q48,S100A.Q49,S100A.Q50,S100A.Q51,S100A.Q52,S100A.Q53,S100A.Q54,CARD..2,DECK..2,BALLOT..2,NA.3,S100A.V54A.1,S100A.V54A.2,S100A.V54A.3,S100A.V54A.4,S100A.V54A.5,S100A.V54A.6,S100A.V54A.7,S100A.V54A.8,S100A.V54A.9,S100A.V54A.10,S100A.V54A.11,S100A.V54A.12,S100A.V54A.13,S100A.V54A.14,S100A.V54A.15,S100A.V54A.16,S100A.V54A.17,S100A.V54A.18,S100A.V54A.19,S100A.Q55,S100A.Q56,S100A.Q57,S100A.Q58.n,S100A.Q59.n,S100A.Q60.n,S100A.V61,S100A.V62
473,1.0,100.0,474.0,1.0,2.0,11.0,5.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,100.0,474.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,66.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,100.0,474.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,335.0,2.0
474,1.0,100.0,475.0,1.0,2.0,7.0,5.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,5.0,10.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,100.0,475.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,46.0,8.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,100.0,475.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,342.0,2.0
475,1.0,100.0,476.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,10.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,100.0,476.0,1.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,33.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,100.0,476.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,363.0,2.0
476,1.0,100.0,477.0,1.0,2.0,9.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,10.0,0.0,4.0,4.0,8.0,10.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,100.0,477.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,85.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,100.0,477.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,368.0,2.0
477,1.0,100.0,478.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,10.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,9.0,3.0,1.0,2.0,100.0,478.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,87.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,478.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,323.0,2.0
478,1.0,100.0,479.0,1.0,1.0,2.0,8.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,100.0,479.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,28.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,479.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,304.0,2.0
479,1.0,100.0,480.0,1.0,2.0,9.0,7.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,7.0,5.0,4.0,4.0,0.0,10.0,4.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,100.0,480.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,92.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,480.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,321.0,2.0
480,1.0,100.0,481.0,1.0,1.0,7.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,10.0,5.0,1.0,2.0,100.0,481.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,6.0,90.0,7.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,481.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,395.0,2.0
481,1.0,100.0,482.0,1.0,2.0,3.0,7.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,2.0,8.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,100.0,482.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,86.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,482.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,375.0,2.0
482,1.0,100.0,483.0,1.0,4.0,6.0,5.0,2.0,2.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,10.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,100.0,483.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,96.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,100.0,483.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,348.0,2.0
483,1.0,100.0,484.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,100.0,484.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,50.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,484.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,318.0,2.0
484,1.0,100.0,485.0,1.0,3.0,7.0,5.0,1.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,100.0,485.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,93.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,485.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,312.0,2.0
485,1.0,100.0,486.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,10.0,10.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,100.0,486.0,1.0,0.0,5.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,38.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,486.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,,320.0,2.0
486,1.0,100.0,487.0,1.0,8.0,9.0,7.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,8.0,5.0,3.0,4.0,1.0,6.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,3.0,1.0,2.0,100.0,487.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,96.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,487.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,,325.0,2.0
487,1.0,100.0,488.0,1.0,4.0,5.0,7.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,100.0,488.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,68.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,100.0,488.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,376.0,2.0
488,1.0,100.0,489.0,1.0,2.0,2.0,7.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,489.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,84.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,100.0,489.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,303.0,2.0
489,1.0,100.0,490.0,1.0,2.0,9.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,1.0,10.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,100.0,490.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,94.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,100.0,490.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,313.0,2.0
490,1.0,100.0,491.0,1.0,2.0,9.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,8.0,6.0,3.0,4.0,1.0,2.0,4.0,9.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,100.0,491.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,77.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,100.0,491.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,374.0,2.0
